body,title,url
"

Cuando el presidente Andrés Manuel López Obrador realiza una confrontación de hechos, noticias o información publicada, es un verdadero ejercicio a la libertad de expresión, pero cuando se confronta con los medios de comunicación, académicos o líderes de opinión, es un atentado.

Así lo afirmó en entrevista con EL UNIVERSAL el ministro en retiro José Ramón Cossío Díaz, quien advirtió que, actualmente, en México hay un ambiente de polarización que se enfatiza con los señalamientos que el Presidente hace contra determinadas personas o empresas de comunicación y puede poner en riesgo a los periodistas.

Lo que dice el Presidente sobre los medios de comunicación ¿son ataques a la libertad de expresión?

—En algunas ocasiones, el Presidente confronta a la noticia y, en otras, al periodista o al medio de comunicación. Cuando se confronta la noticia, la afirmación, el hecho, me parece un ejercicio legítimo. No tiene el Presidente ni nadie por qué estar de acuerdo con los datos, los reportes o la interpretación de la opinión de columnistas y articulistas.

Los que me parecen muy preocupantes son los ataques ad hominem al periodista fulano de tal o al articulista mengano de tal porque es conservador, fifí o pagado, porque ahí no me parece que se esté construyendo ningún tipo de ejercicio de libertad de expresión y aún más complicado me parece la denostación de los medios como si éstos, todos ellos, fueran un conjunto o una unidad, eso me parece que ya no forma parte de la libertad de expresión.
 También lee: ""El acoso desde Palacio Nacional a la libertad de prensa debe parar""

Se presenta una situación muy desigual, porque el Presidente de la República tiene toda la administración pública federal a su servicio en tanto que es el jefe y tiene un enorme poder y un enorme equipo de comunicación social que puede respaldar cualquier cosa que él diga, ahí me parece que sí se produce un atentado a la libertad de expresión.

Se va a decir: “El Presidente puede opinar lo que quiera”, eso es verdad, nadie podría limitar en este sentido esas condiciones. Por supuesto, habrá quien se sienta ofendido y pueda demandar al Mandatario civilmente.

Afortunadamente, en México la libertad de expresión no se persigue penalmente, sino civilmente, y alguien podría demandar al Presidente porque no tiene ninguna inmunidad procesal distinta a la de nosotros, pero llegar a estas formas me parece que es ir desubicando, desordenando, sacando de quicio o de su lugar lo que es el ejercicio adecuado de la libertad de expresión.

Con esos ataques a medios de comunicación, ¿en qué nivel de riesgo quedan quienes trabajan como reporteros?

—Mucho. Si el Presidente está diciendo que hay un tipo de medios o periodistas contrarios a la Cuarta Transformación o que algunos reporteros lo son, me parece que sí los pone en una situación de riesgo, porque no podemos dejar de darnos cuenta de que el país está entrando en una polarización increíblemente grande.
 También lee: Más de 650 científicos e intelectuales piden parar ataques de AMLO contra la libertad de expresión

Y en un ambiente de polarización empiezan a surgir muchos fenómenos irracionales. No estoy hablando de México actualmente, hablo de todos los momentos que hemos podido conocer cuando se entra en situaciones irracionales y se van contra unos y otros, entonces sí creo que se expone muchísimo a los medios.

El Presidente dice que sólo unos periodistas son leales, no otros, y sólo ciertos medios son leales, entonces todos los demás no son leales y, en un ambiente de polarización, la gente puede entender estos mensajes de forma muy curiosa o tergiversada, porque tal vez ni siquiera el Mandatario está pensando en eso, pero las personas pueden tener iniciativas distorsionadas y comenzar a agredir a los periodistas.

El Presidente está perdiendo de vista que los medios de comunicación, para quien está en el gobierno, son faros, no en un sentido cursi, sino como estas marcas que se ponían en determinados puntos, como en los cabos de mar, para que no chocaran los barcos.

No resolver los problemas de los periodistas muertos o incentivar la incordia contra los reporteros es que tú mismo vayas apagando los faros con los que puedes tener una mejor navegación presidencial.
 También lee: Inhabilitación de Nexos, un atentado contra la libertad de expresión: Amedi

Entonces, puedes tener ataques a los periodistas de parte de la delincuencia organizada y por parte de la población, el punto es ¿quién va a protegerlos?, ¿quién nos va a informar a nosotros, como ciudadanía, de lo que está aconteciendo y quién le va a marcar al Presidente los peligros para que su proyecto no zozobre?

¿Debemos dejar de cubrir al Presidente de la República?

—No, ahí creo que perdemos todos. Ellos van a llenar, porque no van a tener un salón lleno de huecos, van a ir unos señores que a lo mejor ni periodistas son. El Presidente va a tener preguntas más a modo en las mañaneras, ustedes van a estar ausentes.

Los medios tienen que seguir cumpliendo sus formas, tienen que ir, que cumplir todo el rito para no abandonar la plaza y que se vea que hay ese esfuerzo y una forma de transmisión de los datos.

Al Presidente le tocó Covid, muertos, lesionados, recesión mundial, un mandatario de Estados Unidos muy complicado, una relación bilateral difícil, violencia exacerbada en el país, le tocaron malas condiciones.
 También lee: “Hay un gobierno incómodo con la libertad de expresión”: Héctor Aguilar Camín

Si las podría haber resuelto o no es un tema distinto, pero en un proceso creciente de frustración va a tensar todavía más las cosas con los medios porque éstos van a seguir diciendo lo que tienen que decir. Si no se está discutiendo de hechos, de reportajes, de noticias, de opiniones, se va a empezar a discutir más sobre personas y los ataques así ad hominem en un sentido genérico, no sólo en personas, sino empresas, cadenas, etcétera. Me parece que se van a recrudecer, entonces, abandonar ese campo me parece que ya es entrar en la soledad de cada cual y ese es un factor que exacerbará las condiciones de dificultad que está viviendo el país.

¿La libertad de expresión está garantizada en México?

—Sí. Hasta hoy, más allá de los epítetos, las chanzas y los apodos que hace el Presidente, no veo acciones directas. La más directa es la decisión de la Secretaría de la Función Pública (SFP) de sancionar a Nexos, pero es una sanción económica. No he visto el cierre o una amenaza directa al periodista, he visto su ridiculización o su intento de ridiculización social.

Lo que sí puede suceder, y esto sería muy peligroso, es que empecemos a observar la aceptación social generalizada de que el Presidente tiene razón, de forma tal que la sociedad asuma su punto de vista y se convierta en un instrumento para atacar a medios.

También, que los medios empiecen a autorestringirse, que entren en un proceso social muy peligroso que es la autocensura o que los órganos de protección, cualquiera que estos sean, de la libertad de expresión, entren en sintonía con estas prevenciones.

Como académico, ¿se ha sentido limitado o intimidado para escribir u opinar de cierto modo para no molestar al Presidente?

—No, pero sí he tomado la decisión de no meterme a disputas en las redes porque, como decía Darwin: “Entrar en polémicas le quita a uno mucho el tiempo y le amarga el corazón”.

He tratado de no ofender a nadie, decir que tengo una posición y puedo dialogar con otros en términos académicos, pero no me meto en problemas de redes y supongo que eso me ha generado un ámbito en el que me siento cómodo y no he entrado a esos dimes y diretes. No me he sentido restringido, colaboro para varios medios y nunca nadie me ha dicho ni un sí, ni un no, ni me han molestado ni nada.

 
",,http://www.eluniversal.com.mx/nacion/amlo-atenta-contra-libre-expresion-al-atacar-la-prensa-ramon-cossio
,,http://www.eluniversal.com.mx/autor-opinion/columnistas/arlequin
"

“Viva el amor al prójimo”, soltó Andrés Manuel López Obrador durante la conmemoración del Grito de Independencia, contraviniendo el Estado laico. No fue una frase al aire, sino una nueva apuesta del presidente por apropiarse de los votos de la comunidad evangélica, y de paso de por lo menos unos 210 millones de pesos de recursos públicos para hacer operación electoral hacia 2021.
 Estos son los recursos ordinarios de los que dispondrá el recientemente creado Partido Encuentro Solidario desde septiembre y hasta el próximo año, a los que habrá que sumar los recursos extraordinarios y apoyos de una comunidad que se calcula representa alrededor de 15% del padrón electoral, algo así como 13 millones de votos.
 Así que más allá de las creencias religiosas de AMLO y de las explicaciones sobre sus principios humanistas, la extraña e inesperada arenga fue un regalo para Hugo Eric Flores, próximo dirigente del nuevo PES, mediante el que pretende acercarse nuevamente a unas 2 mil iglesias evangélicas que operaron a su favor en el proceso de 2018.
 El acercamiento podría no ser del todo fácil, pues la relación entre el Ejecutivo y el grupo religioso no ha sido la mejor en los dos primeros años de gobierno. La alianza entre Morena y el entonces Partido Encuentro Social no fue provechosa para los evangélicos, quienes terminaron perdiendo el registro de su organismo político, además de que casi la mitad de sus legisladores en el Congreso saltaron al Movimiento de Regeneración Nacional.
 Por si fuera poco, el partido en el poder no sólo se alejó de las causas del PES: las confrontó. Ejemplo de ello es la cruzada de la senadora Citlalli Hernández para penalizar a los ministros de culto que practiquen las llamadas “terapias de conversión”, propuesta que las iglesias evangélicas tomaron como una declaración de guerra y como un rompimiento definitivo de la relación.
 Ni siquiera Hugo Eric Flores, designado como uno de los Siervos de la Nación en Morelos, tenía ya seguro un futuro político. En su camino para llegar más adelante a la gubernatura de ese estado también pusieron a correr al exdirector del Banco del Bienestar, Rabindranath Salazar, quien ahora desde la Segob administra la relación con los grupos religiosos.
 Pero los tiempos obligan a replantear la estrategia y a reconstruir una relación que, más aún que en 2018, podría ser decisiva para las elecciones intermedias de 2021. Todo en medio de un escenario en que se vaticina una crisis económica y de desempleo que tendría el potencial de neutralizar el poder de los Programas para el Desarrollo, usados como estrategia electoral.
 Esto lo sabe el presidente López Obrador y de ahí los guiños que ha mandado a los evangélicos para recuperar su confianza. Incluido el cabildeo que desde Palacio Nacional se hizo a finales de julio ante los ministros de la Suprema Corte de Justicia para evitar que aprobaran un proyecto de resolución que abriría la puerta a la despenalización del aborto.
 En aquella ocasión, más de 20 mil iglesias cristiano-evangélicas apelaron al “sabio e influyente liderazgo” de AMLO para que exhortara al Poder Judicial “a decidir a favor de la vida”. Y el líder les cumplió: de los cinco ministros de la Primera Sala, cuatro –Norma Lucía Piña Hernández y Margarita Ríos-Farjat, así como Jorge Mario Pardo Rebolledo y Alfredo Gutiérrez Ortiz Mena– votaron contra uno de los derechos que, histórica e irónicamente, ha defendido la izquierda mexicana.
 Vino después la resurrección del PES, ahora como Encuentro Solidario, el único organismo político que obtuvo su registro aun con la oposición de casi la mitad de Consejeros del INE, incluido el presidente del instituto Lorenzo Córdova.
 La cereza del pastel fue el Grito de independencia con tintes religiosos, insertado en un festejo oficial y frente al Águila Juarista que decora el zócalo capitalino.
 El “Viva el amor al prójimo” del presidente lo dedicó a las iglesias evangélicas. La apuesta es convencerlas de que su relación esta vez sí será duradera, y no como en 2018 cuando les ofreció lo que él mismo definió en su mañanera como puro “amor líquido”.

Inversión ferroviaria


Con la nueva normalidad, el comercio internacional será determinante para la recuperación económica. Una de las ciudades que jugará un rol importante es Tijuana, no sólo por la cercanía con Estados Unidos, sino por las vías ferroviarias con las que cuenta. Y es que, los ferrocarriles son fundamentales en la región y sólo registran una ligera caída de carga de 3.2% frente al mismo lapso de 2019, a pesar de la pandemia del Covid-19.
 En este negocio están empresarios como Fernando Beltrán Rendón, que en 2016 formó una alianza entre su compañía ferroviaria Baja California Railroad (BJRR) con Pacific Imperial Railroad (PIR) y el Sistema Metropolitano de Tránsito de San Diego (MTS) para construir la línea del ferrocarril Tijuana-Tecate, que conecta con la Línea del Desierto en el país vecino. Se trata de una inversión de 80 millones de dólares compuesta por 112 kilómetros, 57 puentes y 27 túneles, al tiempo que se trabaja en inversiones nuevas para atraer clientes y garantizar la infraestructura.
 @MarioMal[email protected]
 
",,http://www.eluniversal.com.mx/opinion/mario-maldonado/amlo-el-grito-los-evangelicos-y-210-mdp
,,http://www.eluniversal.com.mx/autor-opinion/columnistas/raul-rodriguez-cortes/raul-rodriguez-cortes
"

Tremendo agarrón se traen algunos magistrados electorales por los recientes fallos de la Sala Superior del tribunal electoral sobre la vida interna de Morena. Nos dicen que el magistrado Reyes Rodríguez Mondragón se brinca las trancas y critica en sus redes sociales las resoluciones que no le gustan. Don Reyes, a quien identifican con el exsenador panista Roberto Gil, ha calificado las decisiones de la mayoría como contradictorias e inconsistentes, cuando estas derivan de un trabajo jurisdiccional serio, y con un antecedente de diálogo y confrontación de criterios entre las magistradas y los magistrados. Algunos ya se preguntan si no será necesario que le llamen la atención para que deje de lesionar a una institución que tiene a la vista el proceso electoral más grande de la historia de México en 2021…

En el Inai también se cuecen habas


A propósito de agarrones, nos dicen que el Inai tiene pendientes dos grandes temas: la incorporación de dos nuevos elementos al cargo de comisionados y la elección del presidente de la institución de la transparencia. Hay que recordar que el Senado tiene empantanado el proceso de selección de candidatos (que debía darse desde marzo) y hasta que esto suceda no se podrá elegir un nuevo presidente del Inai. Esto último no es lo más grave, pues Francisco Javier Acuña prolongó su gestión, que finalizó en mayo, y la comisionada Blanca Lilia Ibarra se quedó con las ganas de contender por el puesto. Además nos dicen que hace unas semanas el Inai hizo recorte de personal. Todos consideran que estas maniobras, que en parte son afectaciones “normales” a causa de la pandemia por Covid-19, están desestabilizando al instituto que ha estado en la mira de Palacio Nacional.  

Arturo Herrera, el primero en la lista


Los integrantes de la Junta de Coordinación Política de la Cámara de Diputados, que encabeza el morenista Mario Delgado, definirán el próximo lunes las fechas y las comparecencias de secretarios de Estado con motivo de la Glosa del Segundo Informe de Gobierno del presidente Andrés Manuel López Obrador. Nos adelantan que el primer secretario que acudirá a San Lázaro a rendir cuentas y a explicar el Paquete Económico será el titular de Hacienda, Arturo Herrera. Pero nos explican que no será una comparecencia fácil y normal, primero por todos los cuestionamientos que tiene la oposición en sus alforjas y segundo porque será en tiempos de Covid-19, en una sesión del pleno en la Cámara de Diputados, ante la máxima tribuna del país.

Aplican a morenistas su propia medicina


A algunos senadores de Morena les aplicaron una cucharada de su propia medicina y, al parecer, no les gustó. Nos explican que después de que un grupo de 43 legisladores, entre ellos dos morenistas, Ricardo Ahued y Armando Guadiana, presentó una solicitud de consulta para entregar un ingreso básico universal, salió el coordinador de la bancada mayoritaria, Ricardo Monreal, a declarar que no se vale, que así no se hacen las cosas, que le hubiera gustado ver más consenso. Bastaría recordarle a don Ricardo, nos mencionan, que cuando los de su equipo estaban buscando impulsar la consulta para enjuiciar a los expresidentes, no le preguntaron a sus compañeros de la oposición qué les parecía la idea y tampoco estaban buscando generar los consensos necesarios.  ¿Quién necesita consenso cuando tiene mayoría? Eso sí... Ahora que la minoría se las aplicó y los agarró fuera de base…
",,http://www.eluniversal.com.mx/opinion/periodistas-el-universal/el-pleitazo-entre-magistrados-electorales
,,http://www.eluniversal.com.mx/gerardo-velazquez-de-leon/el-fondo-del-meollo
"
En los últimos días ha habido mucho movimiento en el interior del América. Por un lado, la aspiradora que ha pasado el nuevo director de fuerzas básicas, el español Raúl Herrera, y por el otro, el gran nerviosismo del cuerpo técnico que trasciende que si pierde dos de los tres clásicos que vienen habría cambios en la institución.
En lo que se refiere a la estructura de las inferiores del equipo americanista, ha seguido la barredora con aquellos entrenadores/formadores, como Pedro Vega entre otros, que llevaban años en el club y que trabajaron con elementos como Raúl Jiménez, Edson Álvarez, Sebastián Córdova, etc.. y es que se entiende que cuando se inicia un proyecto, el responsable del mismo lleve a gente de su confianza pero lo que no se puede olvidar, es de las personas que han aportado mucho a las instituciones, en este caso, a dar identidad a los futbolistas surtidos de sus básicas.
El nuevo director de fuerzas básicas en el América viene precedido de su labor con el Villarreal, pero ¿de eso a cortar de tajo con quienes le han dado identidad a los jóvenes del club?, Algo no está bien.
Por otra parte y aunque resulte raro debido a los resultados que ha tenido y el lugar que ocupa en la tabla, la tensión se ha acumulado en la mente y el entorno de Miguel Herrera ha sido manifiesta en varios sentidos. De ahí que el técnico del América saliera con una declaración como la que hizo previo al Clásico, bueno a los tres clásicos que le vienen encima.
Ha trascendido que aún cuando intentan mantener la política de que no importan los clásicos sino los títulos, de tener dos malos resultados en estos tres partidos (ante Guadalajara, Cruz Azul y Pumas) podrían venir algunos movimientos. Lo peor, es que Herrera, entre lesiones y disgustos por como le ha movido al equipo, ha perdido algo de la armonía que pregonaba con las Águilas.
Ya veremos...
",,https://www.eluniversal.com.mx/universal-deportes/futbol/america-dias-de-turbulencia-y-movimientos-en-coapa
"
Leer en español
The Russian government officially delivered Mexico’s Federal Commission for the Protection Against Sanitary Risks (COFEPRIS) the materials available on the clinical trials for the Sputnik V vaccine, so now “the ball is in the Mexican field,” as revealed by Russia’s ambassador in Mexico, Víktor Koronelli.
In an interview with EL UNIVERSAL, he said that his government is in permanent communication with the Mexican government regarding vaccine matters.
“These matters were addressed in the meeting I had with Minister Marcelo Ebrard, moreover, Mexico’s Foreign Affairs Ministry (SRE), the Health Ministry, the COFEPRIS, and the CONACyT participated in the videoconference with the Russian Fund for Direct Investment and the Gamaleya National Center, which is the scientific institution responsible for the development of the biological. In summary, the contact between our governments is established,” he asserts.
The ambassador mentioned the relevance of the progress done by the Russian Federation so that the Sputnik V vaccine begins its phase 3, which Mexico is expected to join and which is vital because that would provide certainty on its safety and efficient because, he asserts, phase 1 and 2 had positive results among volunteers, which included one of the daughters of Russia’s president as well as other government officials.
Recommended: Russia to sell 32 million COVID-19 vaccine doses to Mexico
Koronelli said that currently, the major task is to conclude the clinical trials of the vaccines developed by different countries as well as easing and ensuring access to them to the general population.
“Speaking of Sputnik V, it must be said that the phase 1 and 2 of its clinical trials have been concluded successfully and we’re already at the last and third phase that involves 40,000 volunteers. It must be stressed that no volunteers have presented adverse effects.”
The Mexican pharmaceutical company Landsteiner Scientific has confirmed the import of 32 million doses of Sputnik V from Russia. The company has over two decades of experience and has been a supplier for the federal government since the Vicente Fox administration.
Through its subsidiaries, Landsteiner Scientific has obtained 821 public contracts since 2003; as Ladnsteiner Pharma, it got MXN $6,552,894,135 in contracts; as Landsteiner Scientific, it obtained MXN $2,334,790,165, and as Landsteiner Diagnósticos, it got MXN $838,969,196.
On September 9, the Russian government revealed it signed an agreement with the Mexican pharmaceutical Company to send 32 million vaccines against COVID-19 and cover 25% of the national population. The agreement was directly made between the company and the Russian government without the intervention of the Mexican government.
Landsteiner Scientific was founded in January 1998 by Miguel Antonio Granados Cervera – its current president -, his mother, Carolina Cervera Ramírez, and his partner Francisco Javier Isla Salvatori in the city of Toluca, State of Mexico.
In 28 years, the pharmaceutical has created three national subsidiaries, one abroad, two industrial plants, a foundation, owns nearly 1,000 brands before the Mexican Institute of Industrial Property (IMPI), and obtained dozens of licenses approved by COFEPRIS.
On December 8, 2000, the Company opened a subsidiary called Landsteiner Scientific LLC in North Carolina, U.S., and was liquidated in November 2018.
Its most recent division was constituted in 2019 in Mexico City as Landsteiner Cannabis Health which is focused on the investigation and elaboration of products derived from marijuana.
Recommended: Mexico to conduct phase 3 trials of Russian COVID-19 vaccine in October
Another of its projects is the consolidation of a pharmacies chain and is registering several brands, which could include the name of the next vaccine against SARS.CoV-2.
Mexico’s COVID-19 czar Hugo López-Gatell Ramírez informed that health authorities held a meeting with Landsteiner Scientific.


Como parte de los esfuerzos para contar con vacunas seguras y eficaces contra #COVID19, nos reunimos con representantes de Landsteiner Scientific para conocer detalles de su colaboración con el gobierno ruso y las propuestas de conducir ensayos de la vacuna Sputnik V en México. pic.twitter.com/8QGtA5uVKf
 — Hugo López-Gatell Ramírez (@HLGatell) September 18, 2020

Through his Twitter account, the health official mentioned that meeting took place in order to know the details of the agreement between the Mexican pharmaceutical company and Vladimir Putin’s government.
“The Russian government has promoted its vaccine and has done preliminary agreements with a Mexican company focused on the distribution of supplies and the production of certain technical equipment; as far as it’s known, the purpose of this agreement is for the Russian government to have a mechanism to distribute its vaccine and in this case, it’s a private entity, it is not related to the federal government; if it happens, the government has nothing to say; it could even ease the access to the vaccine, whether they are 32 million, 50 or 100 or 2, any doses, all of them must go through health verification,” López-Gatell said in previous days.
The pharmaceutical Company said, “bringing Sputnik V to Mexico is evidence of Landsteiner Scientific’s commitment to the health of the population so that our country can overcome the COVID-19 contingency as soon as possible and we are able to write a new history.”
mp
",,https://www.eluniversal.com.mx/english/russia-begins-process-supply-mexico-32-million-doses-its-covid-19-vaccine
"

El presidente Andrés Manuel López Obrador tiene una pasión desbordada y una confianza infinita en las Fuerzas Armadas. Casi no hay tarea importante en la actual administración federal que no haya sido encomendada a soldados y marinos.
 Las secretarías militares tienen a su cargo la construcción del aeropuerto de Santa Lucía, la edificación de sucursales del Banco del Bienestar, la supervisión de dos tramos del Tren Maya y la administración de las aduanas. Asimismo, participan en el abasto de gasolina, la adquisición y distribución de insumos médicos y la atención a enfermos de Covid.
 Por si fuera poco, ejercen el control sobre la Guardia Nacional y son el actor dominante en la política de seguridad pública. Y todo esto sin incluir las funciones que caen en su ámbito natural de actuación y las que gobiernos previos les habían otorgado (protección civil, atención a desastres, erradicación de cultivos ilícitos, etc.).
 ¿Qué explica este uso creciente de las Fuerzas Armadas en la actual administración? ¿Por qué el presidente López Obrador confía tanto en el personal militar? No lo sé enteramente, pero van algunas hipótesis:
 1. Existe una suerte de afinidad ideológica entre López Obrador y las Fuerzas Armadas, particularmente el Ejército. No está de más recordar que el Ejército Mexicano se concibe a sí mismo como un legado de la Revolución, como pueblo en armas. Se ve como un instrumento de movilidad social y una parte importante de sus integrantes provienen del México marginado (Oaxaca, Guerrero, Chiapas). Es también una institución altamente nacionalista que tradicionalmente ha visto con recelo al exterior. Esa identidad organizacional tiene varios puntos de encuentro con la cosmovisión obradorista. Y el Presidente ha sido explícito en reconocerlo: en varios momentos, ha expresado que confía en el Ejército ya que “ha conservado su carácter popular” y sus mandos “no son millonarios ni forman parte de la oligarquía como en otros países”.
 2. El presidente López Obrador tiene una visión personalista, centralista y jerárquica del ejercicio de gobierno. Todas las decisiones importantes pasan por Palacio Nacional. Dada esa inclinación, no parece inusual que el Presidente haya decidido recargarse en las instituciones más jerárquicas, verticales y disciplinadas del aparato público: las Fuerzas Armadas. Allí no hay discusión ni reparo: se obedecen las instrucciones, sin mayor cuestionamiento.
 3. Al utilizar a las Fuerzas Armadas para sus proyectos prioritarios, el Presidente puede eludir muchos de los controles normativos y burocráticos que atan a las instituciones civiles. Desde la SEDENA o la SEMAR, casi todo puede ser catalogado como seguridad nacional. Con ello, es más fácil, por ejemplo, realizar adjudicaciones directas o reservar información pública por periodos prolongados de tiempo.
 4. El presidente López Obrador, dada su fijación con la historia, teme un golpe de Estado. En varios momentos, ha invocado al fantasma de Madero y ha agradecido a las Fuerzas Armadas “por no escuchar el canto de las sirenas y dar la espalda a la traición y al golpismo”. En sus conferencias mañaneras, no habla mucho de historia universal, pero se ha referido al presidente Salvador Allende, depuesto en un golpe militar en Chile en 1973. Tanta reiteración refleja tal vez un miedo real (aunque sea infundado) y su acercamiento con las Fuerzas Armadas es una suerte de política preventiva.
 Cualquiera que sea la explicación, esta tendencia no va a cambiar en el futuro próximo. Para bien o para mal, el presidente López Obrador ya decidió pintar su sexenio de verde olivo.   
 [email protected]
Twitter: @ahope71
",,http://www.eluniversal.com.mx/opinion/alejandro-hope/la-obsesion-militarista-de-lopez-obrador
"



    googletag.cmd.push(function() {
      googletag.display(""dfp-ad-top3_content"");
    });
  


La diabetes tipo 2 es una de las principales causas de muerte entre los mexicanos. 
Junto con la obesidad, este padecimiento crónico degenerativo es uno de los factores de riesgo ante Covid-19. Cuatro de cada 10 personas que han muerto por coronavirus en México, padecían también diabetes.
De acuerdo con información del Instituto Nacional de Salud Pública, el 14 por ciento de los adultos en México es diabético; y se estima que al menos 80 mil personas mueren en nuestro país debido a la diabetes mellitus tipo 2.
El sobrepeso y la obesidad son dos factores que propician la diabetes tipo 2, la cual suele diagnosticarse después de los 30 años, pero cada vez hay más jóvenes que la padecen.
La diabetes tipo 2 se puede controlar al vigilar los niveles de azúcar con una dieta para diabéticos y ejercicio. También se pueden emplear medicamentos orales.
También hay factores que pueden influir, aunque no son definitivos para que un paciente desarrolle este padecimiento. Te compartimos información sobre dos de las preguntas más frecuentes sobre la diabetes. 
¿La diabetes es hereditaria?
Uno de los factores que puede influir en que una persona padezca diabetes es el hereditario.
Los antecedentes familiares pueden predisponer a que una persona sea diabética, pero no son determinantes. Es decir, si alguien tiene padres o abuelos con diabetes, no es seguro que esa persona padezca la enfermedad.
Tener diabetes depende también de factores ambientales que desencadenan la enfermedad. No son suficientes los factores genéticos para padecerla. 
Al respecto, la American Diabetes Association explica lo siguiente:
Estudios de gemelos han demostrado que los factores genéticos desempeñan un papel importante en el surgimiento de la diabetes tipo 2.
El estilo de vida también influye en el surgimiento de la diabetes tipo 2. La obesidad tiende a presentarse en familias, y las familias tienden a tener hábitos similares de alimentación y ejercicio.
Si tiene antecedentes familiares de diabetes tipo 2, puede ser difícil averiguar si en su caso la diabetes se debe a factores de estilo de vida o susceptibilidad genética. Lo más probable es que se deba a ambos. Sin embargo, no se desanime. Los estudios demuestran que es posible retrasar o prevenir la diabetes tipo 2 haciendo ejercicio y perdiendo peso.

Todavía es muy común escuchar que una persona enfermó de diabetes por culpa de un gran susto. 
LEE TAMBIÉN: Mitos y mentiras frecuentes sobre la diabetes mellitus tipo 2
¿Un susto me puede dar diabetes?
A pesar de que hay personas que están convencidas de que un susto o un enojo fue lo que les ocasionó la diabetes, esto no es del todo cierto.
Decir que un susto hace puede provocar que enfermes de diabetes tipo 2 es uno de los mitos más difundidos sobre esta enfermedad.
Un susto o un enojo por sí solo NO te da diabetes.
La diabetes mellitus es una enfermedad gradual, avanza lenta y progresivamente en diferentes etapas. Esto quiere decir que nadie se vuelve diabético nada más por haber hecho un coraje fuerte o por haberse asustado; para que te dé diabetes debes primero haber pasado por una serie de etapas.
LEE TAMBIÉN: ¿Qué es la prediabetes? Causas, consecuencias y cómo se cura
Pero, ¿por qué se dice que los sustos o los corajes son los culpables de la diabetes? La respuesta se encuentra en las hormonas, particularmente el cortisol.
El cortisol es una de las hormonas que nuestro organismo secreta en situaciones de gran estrés (como puede ser un coraje, una impresión fuerte o un susto). Esta hormona al ser secretada provoca que la glucosa se eleve en el torrente sanguíneo.
Una persona saludable que atraviesa un gran susto elevará sus niveles de glucosa en sangre debido al cortisol, pero no enfermará de diabetes. Una persona prediabética que haga un coraje o tenga una impresión fuerte verá elevados sus niveles de glucosa. Sin embargo, su condición de prediabética hará que el incremento sea mayor y que esto cause la diabetes.
LEE TAMBIÉN: Tipos de Diabetes: ¿cuántos hay y cuáles son según la ADA?
Al respecto de este tema, el sitio Clikisalud explica lo siguiente:

Una impresión muy fuerte aumentará la producción de las hormonas encargadas de elevar la glucosa, por tanto, dará el último apretón al páncreas y aparecerá la diabetes.  Es decir, el susto no es la causa, pero contribuye a desencadenar la enfermedad”.
La diabetes es una enfermedad  causada por fallas en el metabolismo o la forma en la que el cuerpo utiliza y aprovecha los alimentos.
La diabetes también es un padecimiento gradual que presenta diferentes etapas antes de manifestarse. Quizá al principio no tengas ningún síntoma, pero ya existe una falla o descompensación en tu organismo. Cuando enfrentas un estado de alarma o estrés o cuando tienes una emoción muy fuerte (enojo, susto, impresión) tu cuerpo produce hormonas como la adrenalina que actúan en contra de la insulina y eso hace que los niveles de glucosa se disparen. Entonces no fue el enojo ni el estrés, lo que pasó es que los niveles de glucosa ya empezaban a subir y esa gran emoción detonó la enfermedad.

 
Por estas razones es muy importante que una persona que tiene predisposición a la diabetes se realice revisiones de manera regular, para poder prevenir la enfermedad.
Vida Saludable en la Nueva Escuela Mexicana
Como parte de las medidas para hacer frente al avance de la diabetes y la obesidad, la Secretaría de Educación Pública (SEP) considera como una nueva materia Vida Saludable, a partir del inicio del próximo ciclo escolar 2020-2021. Esta asignatura formará parte de la construcción del modelo Nueva Escuela Mexicana (NEM). 
Si deseas sabes más sobre cómo tener una buena calidad de vida aun con diabetes, te recomendamos que revises los materiales que te ofrece Aprende.org.
Esta iniciativa de la Fundación Carlos Slim te ofrece una serie de recursos muy prácticos que te ayudarán a tener una buena salud.
Puedes dar clic en este enlace para obtener más información sobre los contenidos que Aprende te ofrece sobre la diabetes.
",Diabetes tipo 2: ¿Es hereditaria? ¿Me puede dar por un susto?,https://www.unioncdmx.mx/articulo/2020/09/salud/diabetes-tipo-2-es-hereditaria-me-puede-dar-por-un-susto
